	text	pos
4592	##가지를	[('#', 'SW'), ('#', 'SW'), ('가지', 'NNP'), ('를', 'JKO')]
4593	##거리에	[('#', 'SW'), ('#', 'SW'), ('거리', 'NNP'), ('에', 'JKB')]
4594	##세기에	[('#', 'SW'), ('#', 'SW'), ('세기', 'NNP'), ('에', 'JKB')]
4595	밖에도	[('밖', 'NNG'), ('에', 'JKB'), ('도', 'JX')]
4596	선택의	[('선택', 'NNG'), ('의', 'JKG')]
4597	고가의	[('고가', 'NNP'), ('의', 'JKG')]
4598	아파트에	[('아파트', 'NNG'), ('에', 'JKB')]
4599	전문가는	[('전문가', 'NNG'), ('는', 'JX')]
4600	##상태에	[('#', 'SW'), ('#', 'SW'), ('상태', 'NNG'), ('에', 'JKB')]
4601	삶과	[('삶', 'NNG'), ('과', 'JC')]
4602	고객은	[('고객', 'NNG'), ('은', 'JX')]
4603	강을	[('강', 'NNG'), ('을', 'JKO')]
4604	논쟁을	[('논쟁', 'NNG'), ('을', 'JKO')]
4605	경선을	[('경선', 'NNP'), ('을', 'JKO')]
4606	경제적으로	[('경제', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4607	##맥을	[('#', 'SW'), ('#', 'SW'), ('맥', 'NNG'), ('을', 'JKO')]
4608	##무는	[('#', 'SW'), ('#', 'SW'), ('무', 'NNP'), ('는', 'JX')]
4609	9월에	[('9월', 'NNP'), ('에', 'JKB')]
4610	##했기에	[('#', 'SW'), ('#', 'SW'), ('하', 'XSV'), ('았', 'EP'), ('기', 'ETN'), ('에', 'JKB')]
4611	불완	[('불', 'NNG'), ('와', 'JKB'), ('ㄴ', 'JX')]
4612	##변에	[('#', 'SW'), ('#', 'SW'), ('변', 'NNP'), ('에', 'JKB')]
4613	누구를	[('누구', 'NP'), ('를', 'JKO')]
4614	대답을	[('대답', 'NNG'), ('을', 'JKO')]
4615	규모다	[('규모', 'NNG'), ('다', 'JX')]
4616	성명서에서	[('성명서', 'NNG'), ('에서', 'JKB')]
4617	##사로서	[('#', 'SW'), ('#', 'SW'), ('사', 'NNG'), ('로서', 'JKB')]
4618	언론들은	[('언론', 'NNG'), ('들', 'XSN'), ('은', 'JX')]
4619	주제를	[('주제', 'NNG'), ('를', 'JKO')]
4620	부모와	[('부모', 'NNG'), ('와', 'JC')]
4621	영업이익은	[('영업', 'NNP'), ('이익', 'NNP'), ('은', 'JX')]
4622	##등으로	[('#', 'SW'), ('#', 'SW'), ('등', 'NNB'), ('으로', 'JKB')]
4623	더는	[('더', 'MAG'), ('는', 'JX')]
4624	이씨의	[('이씨', 'NNP'), ('의', 'JKG')]
4625	움직임에	[('움직임', 'NNG'), ('에', 'JKB')]
4626	##업체를	[('#', 'SW'), ('#', 'SW'), ('업체', 'NNG'), ('를', 'JKO')]
4627	김두	[('김', 'NNP'), ('두', 'JX')]
4628	자리는	[('자리', 'NNG'), ('는', 'JX')]
4629	강화에	[('강화', 'NNG'), ('에', 'JKB')]
4630	위력을	[('위력', 'NNG'), ('을', 'JKO')]
4631	단계를	[('단계', 'NNG'), ('를', 'JKO')]
4632	##관리에	[('#', 'SW'), ('#', 'SW'), ('관리', 'NNP'), ('에', 'JKB')]
4633	쪽을	[('쪽', 'NNB'), ('을', 'JKO')]
4634	##시요	[('#', 'SW'), ('#', 'SW'), ('시', 'NNB'), ('요', 'JX')]
4635	성장에	[('성장', 'NNG'), ('에', 'JKB')]
4636	의미의	[('의미', 'NNG'), ('의', 'JKG')]
4637	초반에는	[('초반', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4638	##2의	[('#', 'SW'), ('#', 'SW'), ('2', 'SN'), ('의', 'JKG')]
4639	전통적으로	[('전통', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4640	항목을	[('항목', 'NNG'), ('을', 'JKO')]
4641	##녀의	[('#', 'SW'), ('#', 'SW'), ('녀', 'NNG'), ('의', 'JKG')]
4642	##학교를	[('#', 'SW'), ('#', 'SW'), ('학교', 'NNG'), ('를', 'JKO')]
4643	행사에는	[('행사', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4644	물의	[('물', 'NNG'), ('의', 'JKG')]
4645	심의를	[('심의', 'NNG'), ('를', 'JKO')]
4646	외부의	[('외부', 'NNG'), ('의', 'JKG')]
4647	이사를	[('이사', 'NNG'), ('를', 'JKO')]
4648	자를	[('자', 'NNB'), ('를', 'JKO')]
4649	##정책에	[('#', 'SW'), ('#', 'SW'), ('정책', 'NNP'), ('에', 'JKB')]
4650	광장에서	[('광장', 'NNG'), ('에서', 'JKB')]
4651	중에도	[('중', 'NNB'), ('에', 'JKB'), ('도', 'JX')]
4652	##회의는	[('#', 'SW'), ('#', 'SW'), ('회의', 'NNP'), ('는', 'JX')]
4653	갑질	[('갑지', 'NNP'), ('ㄹ', 'JKO')]
4654	성능은	[('성능', 'NNP'), ('은', 'JX')]
4655	아파트에서	[('아파트', 'NNG'), ('에서', 'JKB')]
4656	북쪽으로	[('북쪽', 'NNG'), ('으로', 'JKB')]
4657	서비스로	[('서비스', 'NNG'), ('로', 'JKB')]
4658	가입을	[('가입', 'NNG'), ('을', 'JKO')]
4659	##애를	[('#', 'SW'), ('#', 'SW'), ('애', 'NNG'), ('를', 'JKO')]
4660	이자를	[('이자', 'NNG'), ('를', 'JKO')]
4661	숫자를	[('숫자', 'NNG'), ('를', 'JKO')]
4662	소비자에게	[('소비자', 'NNG'), ('에게', 'JKB')]
4663	1위로	[('1', 'SN'), ('위', 'NNB'), ('로', 'JKB')]
4664	내에서는	[('내', 'NP'), ('에서', 'JKB'), ('는', 'JX')]
4665	정체성을	[('정체성', 'NNP'), ('을', 'JKO')]
4666	센터에서	[('센터', 'NNG'), ('에서', 'JKB')]
4667	##타에	[('#', 'SW'), ('#', 'SW'), ('타', 'NNG'), ('에', 'JKB')]
4668	과장은	[('과장', 'NNG'), ('은', 'JX')]
4669	위기의	[('위기', 'NNG'), ('의', 'JKG')]
4670	것만으로도	[('것', 'NNB'), ('만', 'JX'), ('으로', 'JKB'), ('도', 'JX')]
4671	사실로	[('사실', 'NNG'), ('로', 'JKB')]
4672	복수의	[('복수', 'NNP'), ('의', 'JKG')]
4673	##었기에	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('었', 'EP'), ('기', 'ETN'), ('에', 'JKB')]
4674	비밀을	[('비밀', 'NNG'), ('을', 'JKO')]
4675	분은	[('분', 'NNB'), ('은', 'JX')]
4676	진행을	[('진행', 'NNG'), ('을', 'JKO')]
4677	파티를	[('파티', 'NNG'), ('를', 'JKO')]
4678	2개를	[('2', 'SN'), ('개', 'NNB'), ('를', 'JKO')]
4679	그것의	[('그것', 'NP'), ('의', 'JKG')]
4680	총력을	[('총력', 'NNG'), ('을', 'JKO')]
4681	대화의	[('대화', 'NNG'), ('의', 'JKG')]
4682	이전부터	[('이전', 'NNG'), ('부터', 'JX')]
4683	오늘날의	[('오늘날', 'NNG'), ('의', 'JKG')]
4684	사진에	[('사진', 'NNG'), ('에', 'JKB')]
4685	12월에	[('12월', 'NNP'), ('에', 'JKB')]
4686	상반기에	[('상반기', 'NNG'), ('에', 'JKB')]
4687	사장을	[('사장', 'NNG'), ('을', 'JKO')]
4688	인물은	[('인물', 'NNG'), ('은', 'JX')]
4689	기자의	[('기자', 'NNG'), ('의', 'JKG')]
4690	법으로	[('법', 'NNG'), ('으로', 'JKB')]
4691	##하네요	[('#', 'SW'), ('#', 'SW'), ('하네', 'NNP'), ('요', 'JX')]
4692	인상에	[('인상', 'NNG'), ('에', 'JKB')]
4693	그룹을	[('그룹', 'NNG'), ('을', 'JKO')]
4694	##딩을	[('#', 'SW'), ('#', 'SW'), ('딩', 'MAG'), ('을', 'JKO')]
4695	앨범을	[('앨범', 'NNP'), ('을', 'JKO')]
4696	##하에서	[('#', 'SW'), ('#', 'SW'), ('하', 'NNP'), ('에서', 'JKB')]
4697	거래량은	[('거래량', 'NNG'), ('은', 'JX')]
4698	우루과	[('우', 'NNG'), ('루', 'NNG'), ('과', 'JC')]
4699	##예를	[('#', 'SW'), ('#', 'SW'), ('예', 'NNG'), ('를', 'JKO')]
4700	여야의	[('여야', 'NNG'), ('의', 'JKG')]
4701	마당에	[('마당', 'NNG'), ('에', 'JKB')]
4702	폐지를	[('폐지', 'NNG'), ('를', 'JKO')]
4703	부문의	[('부문', 'NNG'), ('의', 'JKG')]
4704	올해로	[('올해', 'NNG'), ('로', 'JKB')]
4705	소녀의	[('소녀', 'NNP'), ('의', 'JKG')]
4706	##통신에	[('#', 'SW'), ('#', 'SW'), ('통신', 'NNP'), ('에', 'JKB')]
4707	##곡으로	[('#', 'SW'), ('#', 'SW'), ('곡', 'NNG'), ('으로', 'JKB')]
4708	시에는	[('시', 'NNB'), ('에', 'JKB'), ('는', 'JX')]
4709	시장에서는	[('시장', 'NNG'), ('에서', 'JKB'), ('는', 'JX')]
4710	3위를	[('3', 'SN'), ('위', 'NNB'), ('를', 'JKO')]
4711	해석을	[('해석', 'NNG'), ('을', 'JKO')]
4712	교회의	[('교회', 'NNG'), ('의', 'JKG')]
4713	되기를	[('되', 'VV'), ('기', 'ETN'), ('를', 'JKO')]
4714	##슨과	[('#', 'SW'), ('#', 'SW'), ('슬', 'VV'), ('ㄴ', 'ETM'), ('과', 'JKB')]
4715	딸과	[('딸', 'NNG'), ('과', 'JC')]
4716	방으로	[('방', 'NNG'), ('으로', 'JKB')]
4717	##장으로서	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('으로서', 'JKB')]
4718	##an은	[('#', 'SW'), ('#', 'SW'), ('an', 'SL'), ('은', 'JX')]
4719	감독으로	[('감독', 'NNG'), ('으로', 'JKB')]
4720	아픔을	[('아픔', 'NNG'), ('을', 'JKO')]
4721	이후부터	[('이후', 'NNG'), ('부터', 'JX')]
4722	걱정을	[('걱정', 'NNG'), ('을', 'JKO')]
4723	변경을	[('변경', 'NNG'), ('을', 'JKO')]
4724	임기를	[('임기', 'NNG'), ('를', 'JKO')]
4725	서울시의	[('서울시', 'NNP'), ('의', 'JKG')]
4726	창문을	[('창문', 'NNG'), ('을', 'JKO')]
4727	확보에	[('확보', 'NNG'), ('에', 'JKB')]
4728	##생으로	[('#', 'SW'), ('#', 'SW'), ('생', 'XSN'), ('으로', 'JKB')]
4729	크기는	[('크기', 'NNG'), ('는', 'JX')]
4730	활동은	[('활동', 'NNG'), ('은', 'JX')]
4731	의도를	[('의도', 'NNG'), ('를', 'JKO')]
4732	##니아의	[('#', 'SW'), ('#', 'SW'), ('니아', 'NNP'), ('의', 'JKG')]
4733	##치료를	[('#', 'SW'), ('#', 'SW'), ('치료', 'NNP'), ('를', 'JKO')]
4734	롯데는	[('롯데', 'NNP'), ('는', 'JX')]
4735	인연을	[('인연', 'NNG'), ('을', 'JKO')]
4736	물품을	[('물품', 'NNG'), ('을', 'JKO')]
4737	기억에	[('기억', 'NNG'), ('에', 'JKB')]
4738	선발로	[('선발', 'NNG'), ('로', 'JKB')]
4739	새벽에	[('새벽', 'NNG'), ('에', 'JKB')]
4740	반대를	[('반대', 'NNG'), ('를', 'JKO')]
4741	방지를	[('방지', 'NNG'), ('를', 'JKO')]
4742	사안에	[('사안', 'NNG'), ('에', 'JKB')]
4743	##류로	[('#', 'SW'), ('#', 'SW'), ('류', 'NNP'), ('로', 'JKB')]
4744	정의를	[('정의', 'NNG'), ('를', 'JKO')]
4745	흔적을	[('흔적', 'NNG'), ('을', 'JKO')]
4746	부산에서	[('부산', 'NNP'), ('에서', 'JKB')]
4747	해상에서	[('해상', 'NNG'), ('에서', 'JKB')]
4748	##노를	[('#', 'SW'), ('#', 'SW'), ('노', 'NNP'), ('를', 'JKO')]
4749	소련의	[('소련', 'NNP'), ('의', 'JKG')]
4750	시점을	[('시점', 'NNG'), ('을', 'JKO')]
4751	세대의	[('세대', 'NNG'), ('의', 'JKG')]
4752	휴대전화를	[('휴대', 'NNG'), ('전화', 'NNG'), ('를', 'JKO')]
4753	징역형을	[('징역형', 'NNP'), ('을', 'JKO')]
4754	순차적으로	[('순차', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4755	사이에는	[('사이', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4756	선언을	[('선언', 'NNG'), ('을', 'JKO')]
4757	##때도	[('#', 'SW'), ('#', 'SW'), ('때', 'NNG'), ('도', 'JX')]
4758	그들과	[('그', 'NP'), ('들', 'XSN'), ('과', 'JC')]
4759	운전을	[('운전', 'NNG'), ('을', 'JKO')]
4760	본사를	[('본사', 'NNG'), ('를', 'JKO')]
4761	국정감사에서	[('국정', 'NNG'), ('감사', 'NNG'), ('에서', 'JKB')]
4762	관심은	[('관심', 'NNG'), ('은', 'JX')]
4763	분야는	[('분야', 'NNG'), ('는', 'JX')]
4764	유럽과	[('유럽', 'NNP'), ('과', 'JC')]
4765	현재로서는	[('현재', 'NNG'), ('로서', 'JKB'), ('는', 'JX')]
4766	선고를	[('선고', 'NNG'), ('를', 'JKO')]
4767	6월부터	[('6월', 'NNP'), ('부터', 'JX')]
4768	##철의	[('#', 'SW'), ('#', 'SW'), ('철', 'NNP'), ('의', 'JKG')]
4769	경기장에서	[('경기장', 'NNP'), ('에서', 'JKB')]
4770	개혁의	[('개혁', 'NNG'), ('의', 'JKG')]
4771	##준의	[('#', 'SW'), ('#', 'SW'), ('준', 'NNG'), ('의', 'JKG')]
4772	스마트폰의	[('스마트폰', 'NNP'), ('의', 'JKG')]
4773	싸움에서	[('싸움', 'NNG'), ('에서', 'JKB')]
4774	발표에	[('발표', 'NNG'), ('에', 'JKB')]
4775	##이라고도	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('라고', 'EC'), ('도', 'JX')]
4776	노력에	[('노력', 'NNG'), ('에', 'JKB')]
4777	주소를	[('주소', 'NNG'), ('를', 'JKO')]
4778	수사의	[('수사', 'NNG'), ('의', 'JKG')]
4779	행위로	[('행위', 'NNG'), ('로', 'JKB')]
4780	5월부터	[('5월', 'NNP'), ('부터', 'JX')]
4781	구조로	[('구조', 'NNG'), ('로', 'JKB')]
4782	아파트는	[('아파트', 'NNG'), ('는', 'JX')]
4783	선거는	[('선거', 'NNG'), ('는', 'JX')]
4784	부모를	[('부모', 'NNG'), ('를', 'JKO')]
4785	왼쪽부터	[('왼쪽', 'NNG'), ('부터', 'JX')]
4786	##살의	[('#', 'SW'), ('#', 'SW'), ('살', 'NNB'), ('의', 'JKG')]
4787	조금은	[('조금', 'NNG'), ('은', 'JX')]
4788	준비에	[('준비', 'NNG'), ('에', 'JKB')]
4789	너의	[('너', 'NP'), ('의', 'JKG')]
4790	수익률을	[('수익률', 'NNP'), ('을', 'JKO')]
4791	간접적으로	[('간접', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4792	면담을	[('면담', 'NNG'), ('을', 'JKO')]
4793	인권을	[('인권', 'NNG'), ('을', 'JKO')]
4794	뿌리를	[('뿌리', 'NNG'), ('를', 'JKO')]
4795	##식에는	[('#', 'SW'), ('#', 'SW'), ('식', 'NNB'), ('에', 'JKB'), ('는', 'JX')]
4796	모양새다	[('모양새', 'NNG'), ('다', 'JX')]
4797	대회는	[('대회', 'NNG'), ('는', 'JX')]
4798	북한에서	[('북한', 'NNP'), ('에서', 'JKB')]
4799	캐릭터는	[('캐릭터', 'NNP'), ('는', 'JX')]
4800	크기를	[('크기', 'NNG'), ('를', 'JKO')]
4801	##야를	[('#', 'SW'), ('#', 'SW'), ('야', 'NNG'), ('를', 'JKO')]
4802	5월에	[('5월', 'NNP'), ('에', 'JKB')]
4803	주민들을	[('주민', 'NNG'), ('들', 'XSN'), ('을', 'JKO')]
4804	논문을	[('논문', 'NNG'), ('을', 'JKO')]
4805	것의	[('것', 'NNB'), ('의', 'JKG')]
4806	양질의	[('양질', 'NNG'), ('의', 'JKG')]
4807	장애를	[('장애', 'NNG'), ('를', 'JKO')]
4808	이스라엘의	[('이스라엘', 'NNP'), ('의', 'JKG')]
4809	##추를	[('#', 'SW'), ('#', 'SW'), ('추', 'NNP'), ('를', 'JKO')]
4810	구간은	[('구간', 'NNP'), ('은', 'JX')]
4811	정권에	[('정권', 'NNG'), ('에', 'JKB')]
4812	둘의	[('둘', 'NR'), ('의', 'JKG')]
4813	##내를	[('#', 'SW'), ('#', 'SW'), ('내', 'NP'), ('를', 'JKO')]
4814	은행은	[('은행', 'NNG'), ('은', 'JX')]
4815	추진을	[('추진', 'NNG'), ('을', 'JKO')]
4816	디자인은	[('디자인', 'NNP'), ('은', 'JX')]
4817	검찰과	[('검찰', 'NNG'), ('과', 'JC')]
4818	카메라에	[('카메라', 'NNG'), ('에', 'JKB')]
4819	반복적으로	[('반복', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4820	환자에게	[('환자', 'NNG'), ('에게', 'JKB')]
4821	이산화탄	[('이산', 'NNP'), ('화타', 'NNP'), ('ㄴ', 'JX')]
4822	경선에서	[('경선', 'NNP'), ('에서', 'JKB')]
4823	##느냐에	[('#', 'SW'), ('#', 'SW'), ('늘', 'VV'), ('냐', 'EC'), ('에', 'JKB')]
4824	카메론	[('카', 'NNP'), ('메로', 'NNP'), ('ㄴ', 'JX')]
4825	##는지도	[('#', 'SW'), ('#', 'SW'), ('는', 'JX'), ('지도', 'NNG')]
4826	집의	[('집', 'NNG'), ('의', 'JKG')]
4827	법안에	[('법안', 'NNG'), ('에', 'JKB')]
4828	인재를	[('인재', 'NNG'), ('를', 'JKO')]
4829	너도	[('너', 'NP'), ('도', 'JX')]
4830	진료를	[('진료', 'NNG'), ('를', 'JKO')]
4831	##명령을	[('#', 'SW'), ('#', 'SW'), ('명령', 'NNP'), ('을', 'JKO')]
4832	이름도	[('이름', 'NNG'), ('도', 'JX')]
4833	##침에	[('#', 'SW'), ('#', 'SW'), ('침', 'NNG'), ('에', 'JKB')]
4834	##en은	[('#', 'SW'), ('#', 'SW'), ('en', 'SL'), ('은', 'JX')]
4835	버전을	[('버전', 'NNP'), ('을', 'JKO')]
4836	SNS를	[('SNS', 'SL'), ('를', 'JKO')]
4837	교육에	[('교육', 'NNG'), ('에', 'JKB')]
4838	대한민국은	[('대한민국', 'NNP'), ('은', 'JX')]
4839	자사의	[('자사', 'NNP'), ('의', 'JKG')]
4840	의도로	[('의도', 'NNG'), ('로', 'JKB')]
4841	지원과	[('지원', 'NNG'), ('과', 'JC')]
4842	##라고도	[('#', 'SW'), ('#', 'SW'), ('라고', 'NNP'), ('도', 'JX')]
4843	월드컵에서	[('월드컵', 'NNP'), ('에서', 'JKB')]
4844	편을	[('편', 'NNB'), ('을', 'JKO')]
4845	개최를	[('개최', 'NNG'), ('를', 'JKO')]
4846	기름을	[('기름', 'NNG'), ('을', 'JKO')]
4847	##공사를	[('#', 'SW'), ('#', 'SW'), ('공사', 'NNP'), ('를', 'JKO')]
4848	##표는	[('#', 'SW'), ('#', 'SW'), ('표', 'NNG'), ('는', 'JX')]
4849	인터넷에서	[('인터넷', 'NNG'), ('에서', 'JKB')]
4850	중국으로	[('중국', 'NNP'), ('으로', 'JKB')]
4851	기능도	[('기능', 'NNG'), ('도', 'JX')]
4852	나중에는	[('나중', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4853	지금처럼	[('지금', 'NNG'), ('처럼', 'JKB')]
4854	인수를	[('인수', 'NNG'), ('를', 'JKO')]
4855	##기능을	[('#', 'SW'), ('#', 'SW'), ('기능', 'NNG'), ('을', 'JKO')]
4856	사고에	[('사고', 'NNG'), ('에', 'JKB')]
4857	자체도	[('자체', 'NNG'), ('도', 'JX')]
4858	담을	[('담', 'NNG'), ('을', 'JKO')]
4859	이도	[('이', 'NP'), ('도', 'JX')]
4860	##P는	[('#', 'SW'), ('#', 'SW'), ('P', 'SL'), ('는', 'JX')]
4861	##환경을	[('#', 'SW'), ('#', 'SW'), ('환경', 'NNP'), ('을', 'JKO')]
4862	##짐에	[('#', 'SW'), ('#', 'SW'), ('짐', 'NNP'), ('에', 'JKB')]
4863	곡은	[('곡', 'NNG'), ('은', 'JX')]
4864	지점에	[('지점', 'NNG'), ('에', 'JKB')]
4865	##인으로서	[('#', 'SW'), ('#', 'SW'), ('인', 'NNG'), ('으로서', 'JKB')]
4866	시절에는	[('시절', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4867	상품의	[('상품', 'NNG'), ('의', 'JKG')]
4868	##기온은	[('#', 'SW'), ('#', 'SW'), ('기온', 'NNP'), ('은', 'JX')]
4869	##녀를	[('#', 'SW'), ('#', 'SW'), ('녀', 'NNG'), ('를', 'JKO')]
4870	자신에	[('자신', 'NNG'), ('에', 'JKB')]
4871	투자자들의	[('투자자', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
4872	클럽의	[('클럽', 'NNP'), ('의', 'JKG')]
4873	장면에서	[('장면', 'NNG'), ('에서', 'JKB')]
4874	##원으로부터	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('으로부터', 'JKB')]
4875	처리에	[('처리', 'NNG'), ('에', 'JKB')]
4876	기쁨을	[('기쁨', 'NNG'), ('을', 'JKO')]
4877	정상에	[('정상', 'NNG'), ('에', 'JKB')]
4878	지금부터	[('지금', 'NNG'), ('부터', 'JX')]
4879	키를	[('키', 'NNG'), ('를', 'JKO')]
4880	배경에	[('배경', 'NNG'), ('에', 'JKB')]
4881	개발과	[('개발', 'NNG'), ('과', 'JC')]
4882	데에는	[('데', 'NNB'), ('에', 'JKB'), ('는', 'JX')]
4883	주기로	[('주', 'VX'), ('기', 'ETN'), ('로', 'JKB')]
4884	성장세를	[('성장세', 'NNG'), ('를', 'JKO')]
4885	공화당의	[('공화당', 'NNP'), ('의', 'JKG')]
4886	가족들과	[('가족', 'NNG'), ('들', 'XSN'), ('과', 'JC')]
4887	사무실에	[('사무실', 'NNG'), ('에', 'JKB')]
4888	##광장에서	[('#', 'SW'), ('#', 'SW'), ('광장', 'NNP'), ('에서', 'JKB')]
4889	##장으로부터	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('으로부터', 'JKB')]
4890	변호사를	[('변호사', 'NNG'), ('를', 'JKO')]
4891	부분적으로	[('부분', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4892	씨에	[('씨', 'NNB'), ('에', 'JKB')]
4893	누구에게	[('누구', 'NP'), ('에게', 'JKB')]
4894	여성에게	[('여성', 'NNG'), ('에게', 'JKB')]
4895	##상태를	[('#', 'SW'), ('#', 'SW'), ('상태', 'NNG'), ('를', 'JKO')]
4896	동작을	[('동작', 'NNG'), ('을', 'JKO')]
4897	##모와	[('#', 'SW'), ('#', 'SW'), ('모', 'NNP'), ('와', 'JC')]
4898	따라서는	[('따라서', 'MAJ'), ('는', 'JX')]
4899	##백의	[('#', 'SW'), ('#', 'SW'), ('백', 'NNP'), ('의', 'JKG')]
4900	1심에서	[('1', 'SN'), ('심', 'NNP'), ('에서', 'JKB')]
4901	경험과	[('경험', 'NNG'), ('과', 'JC')]
4902	분쟁을	[('분쟁', 'NNG'), ('을', 'JKO')]
4903	개인정보를	[('개인정보', 'NNP'), ('를', 'JKO')]
4904	##란트	[('#', 'SW'), ('#', 'SW'), ('란', 'JX'), ('트', 'VV')]
4905	미군의	[('미군', 'NNG'), ('의', 'JKG')]
4906	플레이어의	[('플레이어', 'NNP'), ('의', 'JKG')]
4907	있는데도	[('있', 'VV'), ('는데', 'EC'), ('도', 'JX')]
4908	끝을	[('끝', 'NNG'), ('을', 'JKO')]
4909	##양과	[('#', 'SW'), ('#', 'SW'), ('양', 'NNP'), ('과', 'JC')]
4910	이야기다	[('이야기', 'NNG'), ('다', 'JX')]
4911	##팀과	[('#', 'SW'), ('#', 'SW'), ('팀', 'NNG'), ('과', 'JC')]
4912	##회사에	[('#', 'SW'), ('#', 'SW'), ('회사', 'NNP'), ('에', 'JKB')]
4913	헌법에	[('헌법', 'NNG'), ('에', 'JKB')]
4914	의무적으로	[('의무', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4915	현안을	[('현안', 'NNG'), ('을', 'JKO')]
4916	##카드로	[('#', 'SW'), ('#', 'SW'), ('카드', 'NNP'), ('로', 'JKB')]
4917	##문제에	[('#', 'SW'), ('#', 'SW'), ('문제', 'NNP'), ('에', 'JKB')]
4918	조건에	[('조건', 'NNG'), ('에', 'JKB')]
4919	지방에	[('지방', 'NNG'), ('에', 'JKB')]
4920	통보를	[('통보', 'NNG'), ('를', 'JKO')]
4921	##표로	[('#', 'SW'), ('#', 'SW'), ('표', 'NNG'), ('로', 'JKB')]
4922	여러분의	[('여러분', 'NP'), ('의', 'JKG')]
4923	##새를	[('#', 'SW'), ('#', 'SW'), ('새', 'NNG'), ('를', 'JKO')]
4924	민주주의를	[('민주주의', 'NNG'), ('를', 'JKO')]
4925	시작을	[('시작', 'NNG'), ('을', 'JKO')]
4926	##경찰서에	[('#', 'SW'), ('#', 'SW'), ('경찰서', 'NNP'), ('에', 'JKB')]
4927	와의	[('오', 'VV'), ('아', 'EC'), ('의', 'JKG')]
4928	일원으로	[('일원', 'NNG'), ('으로', 'JKB')]
4929	진정으로	[('진정', 'NNG'), ('으로', 'JKB')]
4930	제안에	[('제안', 'NNG'), ('에', 'JKB')]
4931	호주의	[('호주', 'NNP'), ('의', 'JKG')]
4932	사태는	[('사태', 'NNG'), ('는', 'JX')]
4933	크기로	[('크기', 'NNG'), ('로', 'JKB')]
4934	시리즈는	[('시리즈', 'NNP'), ('는', 'JX')]
4935	돈의	[('돈', 'NNG'), ('의', 'JKG')]
4936	상품은	[('상품', 'NNG'), ('은', 'JX')]
4937	이전까지	[('이전', 'NNG'), ('까지', 'JX')]
4938	가지로	[('가지', 'NNB'), ('로', 'JKB')]
4939	31일까지	[('31', 'SN'), ('일', 'NNB'), ('까지', 'JX')]
4940	주재로	[('주재', 'NNG'), ('로', 'JKB')]
4941	딸은	[('딸', 'NNG'), ('은', 'JX')]
4942	방향에	[('방향', 'NNG'), ('에', 'JKB')]
4943	##지역은	[('#', 'SW'), ('#', 'SW'), ('지역', 'NNP'), ('은', 'JX')]
4944	운동의	[('운동', 'NNG'), ('의', 'JKG')]
4945	##공은	[('#', 'SW'), ('#', 'SW'), ('공', 'NNP'), ('은', 'JX')]
4946	에서도	[('에서', 'JKB'), ('도', 'JX')]
4947	지난해에	[('지난해', 'NNG'), ('에', 'JKB')]
4948	색을	[('색', 'NNG'), ('을', 'JKO')]
4949	##영과	[('#', 'SW'), ('#', 'SW'), ('영', 'NNP'), ('과', 'JC')]
4950	현실은	[('현실', 'NNG'), ('은', 'JX')]
4951	곁에	[('곁', 'NNG'), ('에', 'JKB')]
4952	단계로	[('단계', 'NNG'), ('로', 'JKB')]
4953	공무원은	[('공무원', 'NNG'), ('은', 'JX')]
4954	실패를	[('실패', 'NNG'), ('를', 'JKO')]
4955	클럽에서	[('클럽', 'NNP'), ('에서', 'JKB')]
4956	문서는	[('문서', 'NNP'), ('는', 'JX')]
4957	##들이나	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('이나', 'JC')]
4958	점으로	[('점', 'NNB'), ('으로', 'JKB')]
4959	##테리아	[('#', 'SW'), ('#', 'SW'), ('테리', 'NNP'), ('아', 'JKV')]
4960	뉴스에	[('뉴스', 'NNG'), ('에', 'JKB')]
4961	##병원은	[('#', 'SW'), ('#', 'SW'), ('병원', 'NNP'), ('은', 'JX')]
4962	신은	[('신', 'NNG'), ('은', 'JX')]
4963	흥미를	[('흥미', 'NNG'), ('를', 'JKO')]
4964	이들도	[('이', 'NP'), ('들', 'XSN'), ('도', 'JX')]
4965	주도로	[('주도', 'NNG'), ('로', 'JKB')]
4966	##망은	[('#', 'SW'), ('#', 'SW'), ('망', 'NNG'), ('은', 'JX')]
